column,from_week,to_week,mean_from,mean_to,std_jump,abs_std_jump
days_since_last_external_decline,7,8,75.76606410627949,83.79741950259118,0.08447854042806957,0.08447854042806957
sector,9,10,1.447129909365559,1.5585492227979274,0.08409483527130782,0.08409483527130782
requested_amount,12,13,28035.44713261943,27571.101212024267,-0.08336321123104928,0.08336321123104928
requested_amount,9,10,28115.64546930877,27652.784529223576,-0.08309661527653353,0.08309661527653353
intended_use_of_funds,12,13,1.0973952434881087,1.1846496106785318,0.08171374801229292,0.08171374801229292
observed_monthly_revenue_avg_3mo,4,5,263917.2486226617,251890.89093709728,-0.08093553833778169,0.08093553833778169
prior_decision,1,2,0.5359361135758651,0.5759493670886076,0.08070376384915658,0.08070376384915658
prior_decision,4,5,0.5813308687615527,0.5416309012875536,-0.08007188915094113,0.08007188915094113
observed_overdraft_count_3mo,6,7,0.445095168374817,0.5038051750380518,0.07973559546661464,0.07973559546661464
multi_lender_inquiry_count_30d,5,6,0.48412017167381977,0.4297832233741753,-0.07941053625859364,0.07941053625859364
prior_loans_count,3,4,0.4481792717086835,0.3974121996303142,-0.07839267915422143,0.07839267915422143
repeat_application_count,1,2,0.25643300798580304,0.21609403254972875,-0.07799401698494716,0.07799401698494716
existing_debt_obligations,1,2,8227.019409810386,7894.009499871439,-0.07795448164169828,0.07795448164169828
observed_revenue_trend_3mo,9,10,-0.42615524388633524,-0.39291521804830504,0.07779609355115863,0.07779609355115863
invoice_payment_delinquency_rate,9,10,0.23616615107103656,0.2247517140771504,-0.07562211333252708,0.07562211333252708
bookkeeping_recency_days,12,13,23.498309340828108,22.704212535580705,-0.07558947526084946,0.07558947526084946
has_linked_bank_feed,9,10,0.6586102719033232,0.6227979274611399,-0.07430612148522242,0.07430612148522242
geography_region,8,9,1.4897769516728625,1.5730110775427997,0.07413527848587398,0.07413527848587398
payroll_regularity_score,5,6,0.504318757758061,0.5187146705070804,0.07385482098878825,0.07385482098878825
observed_revenue_trend_3mo,2,3,-0.4445219991235778,-0.41304504071893666,0.07366975021877739,0.07366975021877739
application_channel,12,13,0.6998867497168743,0.646273637374861,-0.07359396402672229,0.07359396402672229
intended_use_of_funds,3,4,1.1017740429505136,1.1802218114602587,0.07346636500316718,0.07346636500316718
repeat_application_count,12,13,0.24122310305775765,0.27919911012235815,0.07342529918021069,0.07342529918021069
days_since_last_external_decline,1,2,78.37883021845718,85.32464966056708,0.0730602320021625,0.0730602320021625
has_linked_bank_feed,8,9,0.6236059479553904,0.6586102719033232,0.07262958033876789,0.07262958033876789
prior_loans_default_count,8,9,0.03345724907063197,0.04833836858006042,0.0710161149423045,0.0710161149423045
aggregate_credit_utilization,4,5,0.4893987444326872,0.5061246674085671,0.07093972460088922,0.07093972460088922
sector,8,9,1.5408921933085502,1.447129909365559,-0.07076801660273728,0.07076801660273728
days_since_last_external_decline,8,9,83.79741950259118,77.08395822269735,-0.0706161515908317,0.0706161515908317
geography_region,12,13,1.4597961494903737,1.5383759733036708,0.06998976754886282,0.06998976754886282
invoice_payment_delinquency_rate,12,13,0.23872111992043016,0.22825813368087605,-0.06931862969921639,0.06931862969921639
requested_amount,11,12,27652.328378565922,28035.44713261943,0.06878064004482531,0.06878064004482531
account_age_days,9,10,1155.9778449144007,1098.3927461139897,-0.06850396818095192,0.06850396818095192
bookkeeping_recency_days,11,12,22.78310760768743,23.498309340828108,0.06807951292148927,0.06807951292148927
observed_monthly_revenue_avg_3mo,8,9,259669.3341618425,249553.33420878067,-0.06807912448910418,0.06807912448910418
payroll_regularity_score,10,11,0.525130067334752,0.5383631208145561,0.06788904690691203,0.06788904690691203
days_since_last_inquiry_elsewhere,5,6,37.09332569606738,40.3730414565494,0.06768763323602346,0.06768763323602346
invoice_payment_delinquency_rate,4,5,0.23046109279706092,0.24061432243153247,0.06726645234630804,0.06726645234630804
days_since_last_external_decline,10,11,75.71455291299306,69.33443914893245,-0.06710980550062555,0.06710980550062555
prior_loans_amount_total,3,4,4162.626978792874,3725.741217074163,-0.066690200478345,0.066690200478345
observed_cash_balance_p10,6,7,273.9881338515768,74.86443260035198,-0.0660268371483901,0.0660268371483901
observed_revenue_trend_3mo,6,7,-0.47530200552743324,-0.4471900463521997,0.06579419091186903,0.06579419091186903
payroll_regularity_score,2,3,0.5121492195687842,0.5248604894175819,0.06521215956154496,0.06521215956154496
application_channel,2,3,0.6464737793851718,0.6937441643323996,0.06488739148630746,0.06488739148630746
requested_amount,5,6,28441.935635394424,28082.01242054839,-0.06461638544753641,0.06461638544753641
geography_region,4,5,1.533271719038817,1.4609442060085838,-0.06442093630040385,0.06442093630040385
observed_cash_balance_p10,5,6,79.7748035335944,273.9881338515768,0.06439862182339301,0.06439862182339301
geography_region,10,11,1.4362694300518135,1.508495145631068,0.06433026697098419,0.06433026697098419
invoice_payment_delinquency_rate,11,12,0.22902976894539112,0.23872111992043016,0.06420644681575152,0.06420644681575152
observed_cash_balance_p10,12,13,-54.306994576676296,137.3341901871036,0.06354573171256177,0.06354573171256177
prior_approved_amount,3,4,26683.311892721176,27034.342632686872,0.06351435737775482,0.06351435737775482
observed_revenue_volatility,5,6,1.2229817509786747,1.266047778611887,0.06288544178990253,0.06288544178990253
invoice_payment_delinquency_rate,2,3,0.2389052527715847,0.2294602874348832,-0.06257411026898639,0.06257411026898639
observed_overdraft_count_3mo,9,10,0.5168195718654435,0.47088186356073214,-0.06238920303753873,0.06238920303753873
stated_time_in_business,11,12,6.590174173091281,6.328700248661939,-0.06233992949757155,0.06233992949757155
prior_loans_count,8,9,0.3847583643122677,0.42497482376636453,0.06210080419522668,0.06210080419522668
days_since_last_inquiry_elsewhere,9,10,40.02475040583209,42.98806926198697,0.06115775102026682,0.06115775102026682
repeat_application_count,2,3,0.21609403254972875,0.24743230625583568,0.060591470787015385,0.060591470787015385
stated_annual_revenue,2,3,3225000.491400289,3120062.2399468236,-0.06053372732366024,0.06053372732366024
days_since_last_inquiry_elsewhere,1,2,37.82486079576314,40.74558660413146,0.06027870453955658,0.06027870453955658
prior_loans_default_count,3,4,0.05228758169934641,0.03974121996303143,-0.05987411542588279,0.05987411542588279
prior_loans_amount_total,6,7,4261.91579667182,3870.737336651092,-0.0597130238782862,0.0597130238782862
vintage_years,11,12,6.1267411728500445,5.873666343566869,-0.059612637078798936,0.059612637078798936
payroll_regularity_score,6,7,0.5187146705070804,0.5072119423652909,-0.05901202255150025,0.05901202255150025
application_channel,9,10,0.6676737160120846,0.6248704663212435,-0.058755417851503094,0.058755417851503094
stated_annual_revenue,11,12,2896374.84605367,2997846.0332833612,0.058533748122285456,0.058533748122285456
multi_lender_inquiry_count_30d,4,5,0.444547134935305,0.48412017167381977,0.05783387118939556,0.05783387118939556
observed_revenue_volatility,3,4,1.21667245756319,1.2561577819745406,0.057656863339549926,0.057656863339549926
observed_monthly_revenue_avg_3mo,6,7,250518.7602788653,241953.8075165703,-0.057640815347284685,0.057640815347284685
recent_inquiries_count_6mo,5,6,0.6197424892703862,0.5730442978322338,-0.05743309671663855,0.05743309671663855
observed_revenue_volatility,9,10,1.2443106941772049,1.205043408594462,-0.05733848087388284,0.05733848087388284
platform_active_months,12,13,5.710079275198188,5.96440489432703,0.05663295083343686,0.05663295083343686
employee_count_bucket,4,5,1.0027726432532347,0.9467811158798283,-0.05616841343909988,0.05616841343909988
prior_underwriter_score,2,3,0.4716793765675914,0.4499539972772128,-0.05586104004350307,0.05586104004350307
prior_underwriter_score,2,3,0.4716793765675914,0.4499539972772128,-0.05586104004350307,0.05586104004350307
platform_active_months,11,12,5.959951456310679,5.710079275198188,-0.055641264124548936,0.055641264124548936
prior_loans_default_count,1,2,0.04259094942324756,0.054249547920433995,0.05563750566063224,0.05563750566063224
bookkeeping_recency_days,9,10,22.317415471483482,22.899056700277335,0.05536598936562313,0.05536598936562313
aggregate_credit_utilization,2,3,0.5019943593126358,0.4889415753880106,-0.05536082512296254,0.05536082512296254
observed_overdraft_count_3mo,12,13,0.5449640287769785,0.504302925989673,-0.055222907087580195,0.055222907087580195
prior_underwriter_score,1,2,0.45023802305653343,0.4716793765675914,0.055130743222446266,0.055130743222446266
prior_underwriter_score,1,2,0.45023802305653343,0.4716793765675914,0.055130743222446266,0.055130743222446266
prior_loans_amount_total,1,2,3659.139521559837,3306.7164819160525,-0.05379704542114196,0.05379704542114196
invoice_payment_delinquency_rate,6,7,0.22656099926967171,0.23466671256056995,0.05370139319649307,0.05370139319649307
observed_cash_balance_p10,7,8,74.86443260035198,236.80838633370928,0.05369851500916209,0.05369851500916209
account_age_days,1,2,1187.2866015971606,1142.1518987341772,-0.05369281833654621,0.05369281833654621
account_age_days,7,8,1120.917457305503,1165.9275092936803,0.053544532065630174,0.053544532065630174
requested_amount_to_observed_revenue,2,3,0.011171850851612517,0.011471970839819054,0.0529718956462111,0.0529718956462111
stated_time_in_business,9,10,6.591798264310551,6.372490717138684,-0.05228673206637078,0.05228673206637078
vintage_years,3,4,5.949499507885321,6.171460369392097,0.052283636109443254,0.052283636109443254
stated_time_in_business,10,11,6.372490717138684,6.590174173091281,0.051899520483694304,0.051899520483694304
account_age_days,10,11,1098.3927461139897,1141.8070388349515,0.05164619648328314,0.05164619648328314
stated_annual_revenue,12,13,2997846.0332833612,2908904.916485031,-0.051305765415001495,0.051305765415001495
days_since_last_external_decline,2,3,85.32464966056708,80.48135104138727,-0.05094467596260204,0.05094467596260204
days_since_last_inquiry_elsewhere,4,5,39.55048019463518,37.09332569606738,-0.05071139838010176,0.05071139838010176
days_since_last_inquiry_elsewhere,6,7,40.3730414565494,37.92516894264761,-0.05051983434844235,0.05051983434844235
prior_decision,11,12,0.5934466019417476,0.5685164212910532,-0.05028232486292911,0.05028232486292911
has_linked_bank_feed,3,4,0.6227824463118581,0.6469500924214417,0.050144833459026844,0.050144833459026844
prior_loans_amount_total,12,13,3784.90760465934,3456.4826012828344,-0.05013376776371663,0.05013376776371663
platform_active_months,9,10,5.925478348439073,6.150259067357513,0.05005392475369742,0.05005392475369742
bookkeeping_recency_days,7,8,23.081700284392795,22.56229181788453,-0.049442099716255655,0.049442099716255655
stated_time_in_business,5,6,6.71527834900616,6.508274898606586,-0.04935322148021939,0.04935322148021939
prior_loans_count,12,13,0.40543601359003395,0.37374860956618466,-0.04893054484286884,0.04893054484286884
observed_revenue_volatility,4,5,1.2561577819745406,1.2229817509786747,-0.048443970355919005,0.048443970355919005
owner_personal_credit_band,8,9,2.024163568773234,2.092648539778449,0.04840229260576935,0.04840229260576935
prior_decision,3,4,0.5574229691876751,0.5813308687615527,0.04822045977153857,0.04822045977153857
account_age_days,11,12,1141.8070388349515,1101.4813137032843,-0.0479719970763309,0.0479719970763309
recent_inquiries_count_6mo,6,7,0.5730442978322338,0.611954459203036,0.04785476680031603,0.04785476680031603
prior_decision,10,11,0.5699481865284974,0.5934466019417476,0.04739456059818778,0.04739456059818778
geography_region,2,3,1.4909584086799277,1.5434173669467788,0.04672433859963817,0.04672433859963817
prior_loans_default_count,6,7,0.04429783223374175,0.054079696394686905,0.04668129902213052,0.04668129902213052
prior_loans_count,9,10,0.42497482376636453,0.39481865284974094,-0.04656606998208184,0.04656606998208184
repeat_application_count,7,8,0.2666034155597723,0.2425650557620818,-0.04647733915112547,0.04647733915112547
prior_underwriter_score,3,4,0.4499539972772128,0.4679283400245782,0.04621624628716581,0.04621624628716581
prior_underwriter_score,3,4,0.4499539972772128,0.4679283400245782,0.04621624628716581,0.04621624628716581
prior_loans_count,7,8,0.4146110056925996,0.3847583643122677,-0.04609737063468578,0.04609737063468578
requested_amount_to_observed_revenue,1,2,0.011431296457631801,0.011171850851612517,-0.045792769918621995,0.045792769918621995
prior_underwriter_score,4,5,0.4679283400245782,0.4501395495137501,-0.045739148015286,0.045739148015286
prior_underwriter_score,4,5,0.4679283400245782,0.4501395495137501,-0.045739148015286,0.045739148015286
geography_region,7,8,1.540796963946869,1.4897769516728625,-0.04544269287090957,0.04544269287090957
vintage_years,9,10,6.127317692325074,5.934899611275689,-0.04532473365875933,0.04532473365875933
vintage_years,10,11,5.934899611275689,6.1267411728500445,0.04518893253491325,0.04518893253491325
vintage_years,5,6,6.2456924173292565,6.054544713135304,-0.04502549206823576,0.04502549206823576
prior_approved_amount,8,9,26714.25433906119,26465.83442529676,-0.0449482890989172,0.0449482890989172
observed_monthly_revenue_avg_3mo,2,3,264396.9057452463,257778.03742531128,-0.04454396623375386,0.04454396623375386
stated_time_in_business,3,4,6.425856363542163,6.610927468229089,0.04412416895260363,0.04412416895260363
existing_debt_obligations,12,13,8270.549673790592,8456.953028590662,0.043635268699292185,0.043635268699292185
geography_region,5,6,1.4609442060085838,1.5098963242224317,0.043600853355844585,0.043600853355844585
account_age_days,5,6,1184.0103004291846,1147.5475966069746,-0.04337649764369796,0.04337649764369796
geography_region,11,12,1.508495145631068,1.4597961494903737,-0.04337540165333629,0.04337540165333629
sector,10,11,1.5585492227979274,1.5012135922330097,-0.043274637574032895,0.043274637574032895
payroll_regularity_score,8,9,0.5270108961031713,0.518621067563236,-0.04304202836918106,0.04304202836918106
owner_personal_credit_band,1,2,2.0789707187222715,2.018987341772152,-0.04239372405371618,0.04239372405371618
platform_active_months,10,11,6.150259067357513,5.959951456310679,-0.04237749077958259,0.04237749077958259
requested_amount_to_observed_revenue,3,4,0.011471970839819054,0.01123190297308647,-0.042372552593249804,0.042372552593249804
has_linked_bank_feed,6,7,0.6437323279924599,0.6233396584440227,-0.04231223072593099,0.04231223072593099
prior_underwriter_score,7,8,0.45855145665584346,0.4748404875597095,0.04188291469754413,0.04188291469754413
prior_underwriter_score,7,8,0.45855145665584346,0.4748404875597095,0.04188291469754413,0.04188291469754413
prior_approved_amount,4,5,27034.342632686872,26804.97209610816,-0.04150155691097446,0.04150155691097446
bookkeeping_recency_days,3,4,22.22826323971796,22.662865602713655,0.04136947076085364,0.04136947076085364
observed_monthly_revenue_avg_3mo,3,4,257778.03742531128,263917.2486226617,0.04131594753940445,0.04131594753940445
aggregate_credit_utilization,9,10,0.49836852854350244,0.4886487061953808,-0.04122472174119552,0.04122472174119552
sector,7,8,1.4867172675521823,1.5408921933085502,0.04088906417541771,0.04088906417541771
prior_decision,7,8,0.5607210626185958,0.5808550185873605,0.040608695499731236,0.040608695499731236
owner_personal_credit_band,5,6,2.017167381974249,2.074458058435438,0.040490636777020556,0.040490636777020556
recent_inquiries_count_6mo,1,2,0.59094942324756,0.6238698010849909,0.040488061444296904,0.040488061444296904
prior_loans_amount_total,8,9,3607.4311471436713,3871.6544550529948,0.04033343935541121,0.04033343935541121
prior_loans_amount_total,7,8,3870.737336651092,3607.4311471436713,-0.04019344209424009,0.04019344209424009
prior_underwriter_score,11,12,0.4747532450170618,0.45922410879705233,-0.03992904743491108,0.03992904743491108
prior_underwriter_score,11,12,0.4747532450170618,0.45922410879705233,-0.03992904743491108,0.03992904743491108
multi_lender_inquiry_count_30d,2,3,0.4819168173598553,0.45471521942110177,-0.03975367677064057,0.03975367677064057
prior_approved_amount,12,13,26378.579442052498,26159.3031337795,-0.039675140158628136,0.039675140158628136
recent_inquiries_count_6mo,12,13,0.6217440543601359,0.5895439377085651,-0.0396022277733392,0.0396022277733392
requested_amount,3,4,28320.354149450966,28540.389649922552,0.039502588674908565,0.039502588674908565
prior_loans_count,6,7,0.44015080113100846,0.4146110056925996,-0.03943762969778784,0.03943762969778784
employee_count_bucket,3,4,1.0420168067226891,1.0027726432532347,-0.03936814197125974,0.03936814197125974
observed_monthly_revenue_avg_3mo,10,11,247583.22926579934,253427.84194538998,0.03933334480532654,0.03933334480532654
observed_revenue_volatility,1,2,1.2402679540587624,1.2134747825045544,-0.03912365552934418,0.03912365552934418
multi_lender_inquiry_count_30d,1,2,0.4551907719609583,0.4819168173598553,0.03905868223394166,0.03905868223394166
prior_approved_amount,5,6,26804.97209610816,26589.815240070588,-0.03892977990468832,0.03892977990468832
intended_use_of_funds,2,3,1.1428571428571428,1.1017740429505136,-0.03847433866556785,0.03847433866556785
sector,12,13,1.4507361268403172,1.5016685205784204,0.038441730876209834,0.038441730876209834
employee_count_bucket,1,2,1.0434782608695652,1.0054249547920433,-0.038173522473009605,0.038173522473009605
recent_inquiries_count_6mo,4,5,0.588724584103512,0.6197424892703862,0.0381482514104638,0.0381482514104638
sector,11,12,1.5012135922330097,1.4507361268403172,-0.03809836918164343,0.03809836918164343
prior_underwriter_score,10,11,0.45996140678291964,0.4747532450170618,0.038033281576831564,0.038033281576831564
prior_underwriter_score,10,11,0.45996140678291964,0.4747532450170618,0.038033281576831564,0.038033281576831564
platform_active_months,7,8,5.809297912713473,5.979553903345725,0.0379124178665213,0.0379124178665213
observed_cash_balance_p10,8,9,236.80838633370928,122.59269604259816,-0.03787244177993486,0.03787244177993486
geography_region,1,2,1.5332741792369122,1.4909584086799277,-0.03768996672697038,0.03768996672697038
prior_decision,2,3,0.5759493670886076,0.5574229691876751,-0.03736637013774013,0.03736637013774013
intended_use_of_funds,7,8,1.1489563567362429,1.1886617100371748,0.037184078446076026,0.037184078446076026
bookkeeping_recency_days,2,3,22.617651489776147,22.22826323971796,-0.037065573491973175,0.037065573491973175
observed_cash_balance_p10,3,4,297.71394251140225,187.01024884092087,-0.03670790924323067,0.03670790924323067
employee_count_bucket,2,3,1.0054249547920433,1.0420168067226891,0.03670745136198989,0.03670745136198989
observed_revenue_trend_3mo,8,9,-0.4417915589575176,-0.42615524388633524,0.036595766682026735,0.036595766682026735
sector,3,4,1.5620915032679739,1.5138632162661738,-0.03640077941510178,0.03640077941510178
observed_revenue_volatility,10,11,1.205043408594462,1.229837751254711,0.03620494570243424,0.03620494570243424
stated_annual_revenue,9,10,2938571.427741857,2876004.8312630802,-0.036091598996151095,0.036091598996151095
repeat_application_count,4,5,0.23290203327171904,0.2515021459227468,0.035962675956535566,0.035962675956535566
platform_active_months,6,7,5.970782280867106,5.809297912713473,-0.03595916256230675,0.03595916256230675
days_since_last_inquiry_elsewhere,11,12,42.66032052800161,40.921476627552764,-0.035886716039983925,0.035886716039983925
observed_cash_balance_p10,4,5,187.01024884092087,79.7748035335944,-0.035557883061388636,0.035557883061388636
owner_personal_credit_band,4,5,2.066543438077634,2.017167381974249,-0.03489691650819184,0.03489691650819184
has_linked_bank_feed,10,11,0.6227979274611399,0.6395631067961165,0.03478564365975818,0.03478564365975818
has_linked_bank_feed,12,13,0.6296715741789355,0.646273637374861,0.03444719813675991,0.03444719813675991
prior_loans_amount_total,11,12,3561.968925990532,3784.90760465934,0.034031379544872384,0.034031379544872384
prior_approved_amount,9,10,26465.83442529676,26278.509788019142,-0.0338939090031594,0.0338939090031594
recent_inquiries_count_6mo,7,8,0.611954459203036,0.5845724907063197,-0.03367649145570593,0.03367649145570593
aggregate_credit_utilization,12,13,0.4996514263860486,0.49172733876018715,-0.033608464818507475,0.033608464818507475
days_since_last_external_decline,4,5,83.24613595023769,80.0592211972291,-0.033521851981109616,0.033521851981109616
payroll_regularity_score,9,10,0.518621067563236,0.525130067334752,0.03339288180765897,0.03339288180765897
aggregate_credit_utilization,5,6,0.5061246674085671,0.49827314240451276,-0.03330070467787203,0.03330070467787203
application_channel,6,7,0.644674835061263,0.6688804554079696,0.033226714048534334,0.033226714048534334
prior_loans_count,1,2,0.3921916592724046,0.3707052441229656,-0.033178546251085655,0.033178546251085655
sector,6,7,1.530631479736098,1.4867172675521823,-0.033144688527606866,0.033144688527606866
intended_use_of_funds,9,10,1.1742195367573012,1.2093264248704663,0.03287761405127466,0.03287761405127466
prior_loans_default_count,9,10,0.04833836858006042,0.04145077720207254,-0.032869165566804796,0.032869165566804796
recent_inquiries_count_6mo,10,11,0.6072538860103627,0.633495145631068,0.03227355825457249,0.03227355825457249
account_age_days,4,5,1157.014787430684,1184.0103004291846,0.03211420666112592,0.03211420666112592
prior_approved_amount,1,2,27356.758116077464,27180.073297642317,-0.031968774878263766,0.031968774878263766
stated_time_in_business,7,8,6.445039299293913,6.57901910565046,0.031943115171403816,0.031943115171403816
account_age_days,6,7,1147.5475966069746,1120.917457305503,-0.031679553449846826,0.031679553449846826
stated_time_in_business,1,2,6.5650980038758595,6.433321969024556,-0.031417697730389514,0.031417697730389514
employee_count_bucket,5,6,0.9467811158798283,0.9773798303487277,0.03069538063379227,0.03069538063379227
days_since_last_external_decline,6,7,78.67540604246318,75.76606410627949,-0.030602177122910346,0.030602177122910346
owner_personal_credit_band,9,10,2.092648539778449,2.049740932642487,-0.03032528925872041,0.03032528925872041
recent_inquiries_count_6mo,9,10,0.5830815709969789,0.6072538860103627,0.029729007982405305,0.029729007982405305
platform_active_months,5,6,5.8377682403433475,5.970782280867106,0.029619421130053673,0.029619421130053673
multi_lender_inquiry_count_30d,7,8,0.42599620493358636,0.44609665427509293,0.029375728876886074,0.029375728876886074
prior_loans_amount_total,4,5,3725.741217074163,3534.238505297918,-0.02923270877554337,0.02923270877554337
owner_personal_credit_band,6,7,2.074458058435438,2.0332068311195446,-0.029154629776202173,0.029154629776202173
stated_annual_revenue,8,9,2989064.0175905647,2938571.427741857,-0.029126697114088093,0.029126697114088093
days_since_last_external_decline,3,4,80.48135104138727,83.24613595023769,0.029081640915118563,0.029081640915118563
invoice_payment_delinquency_rate,10,11,0.2247517140771504,0.22902976894539112,0.028342663791665956,0.028342663791665956
repeat_application_count,3,4,0.24743230625583568,0.23290203327171904,-0.028093781402926964,0.028093781402926964
geography_region,6,7,1.5098963242224317,1.540796963946869,0.02752269585845718,0.02752269585845718
bookkeeping_recency_days,6,7,22.79348436733704,23.081700284392795,0.027435055509739174,0.027435055509739174
employee_count_bucket,7,8,0.9886148007590133,1.0157992565055762,0.027270335729671077,0.027270335729671077
employee_count_bucket,11,12,1.049757281553398,1.0226500566251415,-0.027192860927029102,0.027192860927029102
vintage_years,1,2,6.094376008876515,5.978953392653827,-0.027188189955744468,0.027188189955744468
prior_loans_amount_total,10,11,3739.97413995049,3561.968925990532,-0.02717232843313298,0.02717232843313298
days_since_last_inquiry_elsewhere,8,9,38.729046021951675,40.02475040583209,0.026741086582916376,0.026741086582916376
vintage_years,7,8,6.0103948939553975,6.122412441744881,0.02638611450117633,0.02638611450117633
application_channel,1,2,0.6273291925465838,0.6464737793851718,0.026279504650234937,0.026279504650234937
owner_personal_credit_band,2,3,2.018987341772152,2.0560224089635852,0.026174825404212777,0.026174825404212777
observed_overdraft_count_3mo,10,11,0.47088186356073214,0.45161290322580644,-0.02616967896360354,0.02616967896360354
aggregate_credit_utilization,11,12,0.49349076061206604,0.4996514263860486,0.026129256603338855,0.026129256603338855
employee_count_bucket,10,11,1.0238341968911917,1.049757281553398,0.026004979775121423,0.026004979775121423
