model,feature_set,threshold,approved,approval_rate,realized_npv,mean_realized_npv_approved,observed_default_rate_approved,overlap_with_current_decisions
hgb,current_predictive,-0.03970369765508939,2237,0.8769110152881223,3648716.5171312406,1631.0757787801701,0.09879302637460885,0.9200313602508821
hgb,current_predictive,-0.045000000000000005,2247,0.8808310466483732,3647804.1971501783,1623.41085765473,0.09924343569203382,0.9168953351626813
hgb,current_predictive,-0.0425,2244,0.8796550372402979,3639518.464812109,1621.8887989358773,0.09937611408199644,0.9180713445707566
hgb,current_predictive,0.024999999999999994,1853,0.7263818110544884,3639117.157279927,1963.9056434322324,0.07231516459794927,0.9200313602508821
hgb,current_predictive,-0.05382361825175162,2269,0.8894551156409252,3637921.238093784,1603.3147810021085,0.10092551784927281,0.9106232849862799
hgb,current_predictive,0.025154562314334557,1852,0.7259898079184633,3636781.964358575,1963.7051643404834,0.07235421166306695,0.9196393571148569
hgb,current_predictive,-0.04,2239,0.8776950215601724,3635790.9630436776,1623.8458968484492,0.09915140687807057,0.9192473539788318
hgb,current_predictive,-0.05,2259,0.8855350842806743,3620880.442845481,1602.8687219324838,0.10048694112439133,0.9129753038024304
hgb,current_predictive,-0.0475,2250,0.8820070560564485,3616283.6980339503,1607.2371991262,0.1,0.915719325754606
hgb,current_predictive,-0.07570390855260314,2333,0.9145433163465307,3597428.265179865,1541.9752529703665,0.10672953279039862,0.8878871030968247
hgb,current_predictive,0.027499999999999997,1821,0.7138377107016857,3580070.039776707,1965.9912354622224,0.07029104887424492,0.9106232849862799
hgb,current_predictive,0.03,1801,0.7059976479811838,3578406.127216495,1986.8995709142116,0.06885063853414769,0.9027832222657781
hgb,current_predictive,0.02753156734912435,1820,0.7134457075656605,3577390.365077786,1965.5991016910914,0.07032967032967033,0.9102312818502548
hgb,current_predictive,0.03233688554518993,1788,0.7009016072128577,3574563.2745107086,1999.1964622543114,0.06711409395973154,0.8984711877695022
hgb,current_predictive,0.0325,1784,0.6993335946687573,3573818.241390412,2003.261346070859,0.06670403587443946,0.8969031752254017
hgb,current_predictive,0.04068191086612491,1692,0.6632693061544492,3570204.7491402533,2110.0500881443577,0.05851063829787234,0.8608388867110937
hgb,current_predictive,0.03466052329685707,1756,0.6883575068600549,3563011.5062592165,2029.0498327216494,0.06492027334851937,0.8859270874166993
hgb,current_predictive,0.039999999999999994,1697,0.6652293218345747,3557420.2064362075,2096.299473445025,0.05951679434295816,0.8627989023912191
hgb,current_predictive,0.035,1750,0.6860054880439044,3552746.2082934855,2030.1406904534203,0.06457142857142857,0.8835750686005488
hgb,current_predictive,0.03751930799880103,1724,0.6758134065072521,3533363.816576248,2049.514974812209,0.06322505800464037,0.8733829870638965
hgb,current_predictive,0.037500000000000006,1724,0.6758134065072521,3533363.816576248,2049.514974812209,0.06322505800464037,0.8733829870638965
hgb,current_predictive,0.042499999999999996,1665,0.6526852214817719,3520422.556294,2114.367901678078,0.058258258258258255,0.8502548020384163
hgb,current_predictive,0.04299398613348843,1660,0.6507252058016464,3506853.543608108,2112.562375667535,0.058433734939759036,0.8482947863582909
hgb,current_predictive,-0.08764816960422438,2365,0.9270874166993336,3482162.908263717,1472.3733227330727,0.11205073995771671,0.875343002744022
hgb,current_predictive,0.045,1642,0.6436691493531949,3460738.2255744785,2107.6359473656994,0.058465286236297195,0.8412387299098393
hgb,current_predictive,0.04604650374494731,1628,0.6381811054488435,3427510.7188783586,2105.350564421596,0.05835380835380835,0.8357506860054881
hgb,current_predictive,0.0475,1614,0.6326930615444923,3426674.2400432136,2123.094324686006,0.057001239157372985,0.8302626421011368
hgb,current_predictive,0.048834861633106005,1596,0.6256370050960408,3389152.7769581433,2123.5293088710173,0.05701754385964912,0.8232065856526852
hgb,current_predictive,0.05,1583,0.6205409643277147,3387210.96752482,2139.7416093018446,0.05622236260265319,0.8181105448843591
hgb,current_predictive,-0.10461723510062938,2397,0.9396315170521364,3370670.7233982994,1406.2038896113056,0.11681268251981644,0.8627989023912191
hgb,current_predictive,0.05173477294888794,1564,0.613092904743238,3322768.6867328784,2124.5324083969813,0.056265984654731455,0.8106624852998824
hgb,current_predictive,0.052500000000000005,1552,0.6083888671109369,3306364.4941921458,2130.3894936805063,0.055412371134020616,0.8059584476675813
hgb,current_predictive,-0.12902150231851175,2429,0.9521756174049393,3281441.534364332,1350.9434064900502,0.12021407986825854,0.8502548020384163
hgb,current_predictive,0.053921431001316265,1532,0.6005488043904351,3270740.0007478073,2134.9477811669763,0.05548302872062663,0.7981183849470795
hgb,current_predictive,0.05499999999999999,1522,0.5966287730301842,3229450.3231885103,2121.8464672723458,0.05519053876478318,0.7941983535868287
hgb,current_predictive,0.056095201856692,1500,0.5880047040376323,3199927.614794788,2133.2850765298585,0.05333333333333334,0.7855742845942768
hgb,current_predictive,0.057499999999999996,1478,0.5793806350450803,3164078.649561848,2140.783930691372,0.052097428958051424,0.7769502156017248
hgb,current_predictive,0.058059201857011265,1468,0.5754606036848294,3125643.7542069377,2129.1851186695762,0.052452316076294275,0.773030184241474
hgb,current_predictive,-0.1696230892930164,2461,0.964719717757742,3102635.0100976587,1260.7212556268423,0.12555871596911825,0.8377107016856135
hgb,current_predictive,0.05967149226559096,1436,0.5629165033320267,3063089.7609923203,2133.0708642007803,0.05153203342618384,0.7604860838886711
hgb,current_predictive,0.06,1425,0.5586044688357507,3041623.7330306754,2134.472795109246,0.051228070175438595,0.7561740493923952
hgb,current_predictive,0.06081220557223574,1404,0.5503724029792239,3015583.7127433177,2147.8516472530755,0.05056980056980057,0.7479419835358683
hgb,current_predictive,-0.23092939698796464,2493,0.9772638181105449,2939253.328606659,1179.0025385506053,0.13036502206177297,0.8251666013328106
hgb,current_predictive,0.06213516395851497,1372,0.537828302626421,2900121.0505034477,2113.790853136624,0.04956268221574344,0.7353978831830654
hgb,current_predictive,0.0625,1357,0.5319482555860446,2876464.5196284615,2119.7233011263534,0.04937361827560796,0.7295178361426892
hgb,current_predictive,0.06291122003769638,1340,0.5252842022736182,2843632.0805879263,2122.113492976064,0.049253731343283584,0.7228537828302627
hgb,current_predictive,0.06414042755057742,1308,0.5127401019208153,2795710.108528576,2137.3930493337734,0.047400611620795105,0.7103096824774598
hgb,current_predictive,0.065,1282,0.502548020384163,2789298.61091948,2175.739946115039,0.0452418096723869,0.7001176009408075
hgb,current_predictive,0.06515116251989574,1275,0.4998039984319875,2764163.421342638,2167.971310856971,0.04549019607843137,0.697373578988632
hgb,current_predictive,0.06675746388406285,1243,0.48725989807918463,2752237.2953811865,2214.189296364591,0.042638777152051485,0.6848294786358291
hgb,current_predictive,0.0676940101804989,1211,0.47471579772638184,2729138.789757047,2253.624103845621,0.03963666391412056,0.6722853782830263
hgb,current_predictive,0.0675,1221,0.4786358290866327,2714553.718341714,2223.221718543582,0.04176904176904177,0.6762054096432771
hgb,current_predictive,0.06870142484388232,1179,0.462171697373579,2617700.7748901164,2220.272073698148,0.03986429177268872,0.6597412779302234
hgb,current_predictive,-0.31493523279480673,2525,0.9898079184633477,2605745.364498756,1031.978362177725,0.13900990099009902,0.8126225009800079
hgb,current_predictive,0.06998555184022365,1147,0.44962759702077615,2526523.1040748036,2202.7228457496108,0.03923278116826504,0.6471971775774206
hgb,current_predictive,0.06999999999999999,1146,0.4492355938847511,2524812.781613861,2203.152514497261,0.03926701570680628,0.6468051744413955
hgb,current_predictive,0.07089607782596141,1115,0.43708349666797336,2457036.608362985,2203.620276558731,0.03856502242152467,0.6346530772246178
hgb,current_predictive,0.07178976533529792,1083,0.4245393963151705,2372434.5528268395,2190.613622185447,0.038781163434903045,0.622108976871815
hgb,current_predictive,0.0725,1063,0.41669933359466876,2359445.7386109536,2219.6102903207466,0.036688617121354655,0.6142689141513132
hgb,current_predictive,0.07289194599358306,1051,0.4119952959623677,2321246.708194055,2208.607714742203,0.037107516650808754,0.6095648765190121
hgb,current_predictive,0.07404555248691456,1019,0.3994511956095649,2228394.271247822,2186.8442308614544,0.03729146221786065,0.5970207761662093
hgb,current_predictive,0.07509308648190237,987,0.38690709525676203,2208302.770627944,2237.3888253575924,0.03242147922998987,0.5844766758134065
hgb,current_predictive,0.075,990,0.3880831046648373,2195903.8785523074,2218.0847258104113,0.03434343434343434,0.5856526852214817
hgb,current_predictive,0.07601212203508978,955,0.37436299490395925,2106756.4940155754,2206.0277424246865,0.031413612565445025,0.5719325754606037
hgb,current_predictive,0.07681636815779533,923,0.3618188945511564,2033708.8057859223,2203.368153614217,0.030335861321776816,0.5593884751078009
hgb,current_predictive,0.0775,897,0.3516268130145041,1937345.3782883808,2159.805326965865,0.03121516164994426,0.5491963935711486
hgb,current_predictive,0.07780956099330702,891,0.3492747941983536,1923335.4694062988,2158.6256671226697,0.031425364758698095,0.546844374754998
hgb,current_predictive,0.0786685933140737,859,0.33673069384555077,1838894.6476987288,2140.7388215351907,0.030267753201396973,0.5343002744021952
hgb,current_predictive,0.07945581957636413,827,0.3241865934927479,1814510.6329416735,2194.087827015325,0.026602176541717048,0.5217561740493923
hgb,current_predictive,0.08,813,0.3186985495883967,1765500.5629672073,2171.587408323748,0.02706027060270603,0.5162681301450411
hgb,current_predictive,0.08039047766872638,795,0.31164249313994513,1722007.92625114,2166.0477059762766,0.027672955974842768,0.5092120736965896
hgb,current_predictive,0.0813609248584458,763,0.2990983927871423,1637553.986848597,2146.204438857925,0.02621231979030144,0.49666797334378676
hgb,current_predictive,0.08247941917692372,731,0.2865542924343395,1611088.6103341398,2203.9515873244045,0.023255813953488372,0.4841238729909839
hgb,current_predictive,0.0831639354459952,699,0.27401019208153665,1539583.736984375,2202.5518411793632,0.024320457796852647,0.4715797726381811
hgb,current_predictive,0.08383837247892702,667,0.2614660917287338,1505075.677662612,2256.4852738569894,0.020989505247376312,0.4590356722853783
hgb,current_predictive,0.08459180159163444,635,0.24892199137593102,1421182.1346845091,2238.0821018653687,0.02204724409448819,0.44649157193257544
hgb,current_predictive,0.08534534642397343,603,0.23637789102312817,1356967.4785911718,2250.360661013552,0.01990049751243781,0.43394747157977265
hgb,current_predictive,0.08606243123850825,571,0.22383379067032536,1253750.6412841163,2195.710405050992,0.021015761821366025,0.4214033712269698
hgb,current_predictive,0.08665412296990752,539,0.21128969031752254,1164287.336643695,2160.0878230866324,0.022263450834879406,0.408859270874167
hgb,current_predictive,0.08742440073821982,507,0.19874558996471972,1097368.9212532786,2164.43574211692,0.01972386587771203,0.39631517052136417
hgb,current_predictive,0.08817734610622786,475,0.1862014896119169,1018589.9464424327,2144.3998872472266,0.021052631578947368,0.3837710701685613
hgb,current_predictive,0.08900131943895338,442,0.17326538612308898,921426.0075272305,2084.6742251747296,0.02262443438914027,0.3708349666797334
hgb,current_predictive,0.08969883816715435,410,0.16072128577028616,907336.4569999389,2213.015748780339,0.014634146341463415,0.35829086632693063
hgb,current_predictive,0.09045072409190211,378,0.14817718541748334,814875.357405587,2155.754913771394,0.015873015873015872,0.3457467659741278
hgb,current_predictive,0.09113971029099836,346,0.13563308506468053,739077.173984729,2136.061196487656,0.014450867052023121,0.33320266562132494
hgb,current_predictive,0.09198515781204883,314,0.1230889847118777,667226.3422706887,2124.9246569130214,0.012738853503184714,0.32065856526852216
hgb,current_predictive,0.09237113234037578,282,0.11054488435907488,590779.1125187868,2094.9613919105914,0.010638297872340425,0.3081144649157193
hgb,current_predictive,0.09275362930047316,250,0.09800078400627205,518465.7500901292,2073.8630003605167,0.012,0.2955703645629165
hgb,current_predictive,0.09323600434134476,218,0.08545668365346923,460254.4777174545,2111.259072098415,0.013761467889908258,0.2830262642101137
hgb,current_predictive,0.09373620055370216,186,0.07291258330066641,390718.5693159793,2100.637469440749,0.016129032258064516,0.27048216385731083
hgb,current_predictive,0.09444466379760066,154,0.06036848294786358,331688.5606258751,2153.8218222459423,0.01948051948051948,0.25793806350450804
hgb,current_predictive,0.0951006879482365,122,0.04782438259506076,269903.0114745805,2212.319766185086,0.01639344262295082,0.24539396315170522
hgb,current_predictive,0.0966037954401974,90,0.03528028224225794,213597.76762574463,2373.3085291749403,0.011111111111111112,0.23284986279890238
hgb,current_predictive,0.09814508401470999,58,0.022736181889455115,141289.55711779016,2436.026846858451,0.0,0.22030576244609956
hgb,current_predictive,0.1013137841499267,26,0.010192081536652292,74705.08014721269,2873.272313354334,0.0,0.20776166209329675
lightgbm,current_predictive,0.0187023727592622,1948,0.7636221089768718,3812452.7523629074,1957.1112691801372,0.07443531827515401,0.9368874950999608
lightgbm,current_predictive,0.015,1984,0.777734221873775,3807233.8031033585,1918.9686507577412,0.07762096774193548,0.9400235201881615
lightgbm,current_predictive,0.020000000000000004,1934,0.7581340650725206,3806158.6657463964,1968.0241291346413,0.07394002068252327,0.9361034888279106
lightgbm,current_predictive,0.022499999999999992,1908,0.7479419835358683,3802921.3475635545,1993.145360358257,0.07232704402515723,0.9298314386515092
lightgbm,current_predictive,-0.022500000000000003,2182,0.8553508428067425,3798665.3327662526,1740.909868362169,0.0925756186984418,0.9384555076440612
lightgbm,current_predictive,0.01569415073237411,1980,0.7761662093296746,3797403.2889503753,1917.880448964836,0.07777777777777778,0.9400235201881615
lightgbm,current_predictive,-0.020727284332480188,2173,0.8518228145825166,3796608.0560784796,1747.1735186739436,0.09157846295444086,0.941983535868287
lightgbm,current_predictive,0.01172316746124547,2012,0.7887103096824775,3794638.1720509166,1886.0030676197398,0.07952286282306163,0.9462955703645629
lightgbm,current_predictive,0.012499999999999997,2010,0.7879263034104272,3790581.808799736,1885.8615964177793,0.07960199004975124,0.9455115640925127
lightgbm,current_predictive,0.021660991455750445,1916,0.751078008624069,3789153.7078643125,1977.6376345847143,0.07306889352818371,0.9321834574676597
lightgbm,current_predictive,0.0175,1962,0.7691101528812231,3784470.062757382,1928.883824035363,0.0764525993883792,0.9368874950999608
lightgbm,current_predictive,-0.025,2192,0.8592708741669933,3784125.8346149167,1726.3347785651993,0.09352189781021898,0.9361034888279106
lightgbm,current_predictive,-0.020000000000000004,2169,0.8502548020384163,3766216.6852786094,1736.3839028485982,0.09174734900875979,0.9435515484123873
lightgbm,current_predictive,-0.029751461541948833,2205,0.8643669149353195,3763048.8540247753,1706.5981197391272,0.09433106575963719,0.9317914543316347
lightgbm,current_predictive,-0.027500000000000004,2197,0.8612308898471188,3754412.5389278997,1708.8814469403276,0.09421939007737824,0.9349274794198353
lightgbm,current_predictive,0.025391930162377705,1884,0.7385339082712662,3752698.213034715,1991.8780323963456,0.07218683651804671,0.9227753822030577
lightgbm,current_predictive,-0.030000000000000002,2207,0.8651509212073697,3752443.7865352575,1700.2463917241764,0.0946986859990938,0.9310074480595845
lightgbm,current_predictive,0.024999999999999994,1887,0.7397099176793415,3749311.0578021724,1986.9162998421687,0.07313195548489666,0.9231673853390827
lightgbm,current_predictive,-0.0175,2158,0.8459427675421404,3746085.347502429,1735.9060924478356,0.09082483781278962,0.9455115640925127
lightgbm,current_predictive,0.009999999999999995,2029,0.7953743629949039,3742726.26236074,1844.6161963335337,0.08181370133070479,0.9482555860446884
lightgbm,current_predictive,-0.015,2150,0.8428067424539396,3734015.79125398,1736.7515308158045,0.09069767441860466,0.9470795766366131
lightgbm,current_predictive,-0.0075,2115,0.8290866326930616,3732923.2212252477,1764.9755183098098,0.0884160756501182,0.9498235985887887
lightgbm,current_predictive,0.0075,2039,0.7992943943551548,3731530.315888431,1830.0786247613687,0.08239333006375674,0.9490395923167385
lightgbm,current_predictive,-0.035,2231,0.8745589964719718,3727657.364969472,1670.8459726443173,0.09636934110264456,0.9239513916111329
lightgbm,current_predictive,-0.0050000000000000044,2109,0.826734613876911,3726136.1604622267,1766.7786441262335,0.08771929824561403,0.9506076048608388
lightgbm,current_predictive,-0.01336252831153126,2141,0.8392787142297138,3724040.495655765,1739.3930386061488,0.09014479215319944,0.9474715797726382
lightgbm,current_predictive,-0.004913738096192422,2108,0.8263426107408859,3723739.9546836326,1766.4800544040004,0.08776091081593927,0.9502156017248138
lightgbm,current_predictive,-0.0325,2219,0.8698549588396707,3723194.3764276654,1677.8703814455455,0.09598918431726003,0.9286554292434339
lightgbm,current_predictive,0.0,2089,0.8188945511564093,3711725.821612912,1776.7955105854055,0.0861656294877932,0.9529596236769894
lightgbm,current_predictive,0.006339486997623556,2044,0.8012544100352803,3708700.836709131,1814.4328946717862,0.08317025440313111,0.9502156017248138
lightgbm,current_predictive,-0.010000000000000002,2125,0.8330066640533125,3708542.559966159,1745.1964988076043,0.0903529411764706,0.9490395923167385
lightgbm,current_predictive,-0.012500000000000004,2132,0.8357506860054881,3699923.993402795,1735.424011915007,0.09052532833020638,0.9486475891807135
lightgbm,current_predictive,-0.0025000000000000022,2095,0.8212465699725597,3697625.2255564635,1764.9762413157343,0.08687350835322195,0.9513916111328891
lightgbm,current_predictive,0.027499999999999997,1859,0.728733829870639,3697610.70971697,1989.032119266794,0.07154384077461,0.9161113288906311
lightgbm,current_predictive,0.0015437262695836744,2076,0.8137985103880832,3693667.8134112842,1779.2234168647806,0.08622350674373795,0.9533516268130146
lightgbm,current_predictive,0.0049999999999999975,2050,0.8036064288514309,3675920.114693306,1793.1317632650273,0.08439024390243903,0.9494315954527637
lightgbm,current_predictive,-0.06567720164979937,2333,0.9145433163465307,3666300.067939646,1571.495957110864,0.10544363480497214,0.8871030968247746
lightgbm,current_predictive,-0.037500000000000006,2238,0.8773030184241474,3665117.790822461,1637.6755097508762,0.09785522788203753,0.9212073696589572
lightgbm,current_predictive,-0.037357295562574264,2237,0.8769110152881223,3662929.9124003723,1637.4295540457633,0.09789897183728208,0.9215993727949824
lightgbm,current_predictive,0.0024999999999999953,2069,0.8110544884359074,3660893.723537335,1769.4024763351065,0.08651522474625423,0.9529596236769894
lightgbm,current_predictive,0.028050229470596155,1852,0.7259898079184633,3660735.860458044,1976.639233508663,0.07181425485961124,0.9133673069384555
lightgbm,current_predictive,-0.0475,2280,0.8937671501372011,3648697.45332743,1600.305900582206,0.10219298245614035,0.9055272442179537
lightgbm,current_predictive,-0.0425,2260,0.8859270874166993,3648259.6442198413,1614.2741788583369,0.1,0.9133673069384555
lightgbm,current_predictive,-0.08023167753471752,2365,0.9270874166993336,3647288.3778977273,1542.1938172929079,0.10866807610993658,0.875343002744022
lightgbm,current_predictive,-0.05501691196744541,2301,0.9019992159937279,3646725.0390401753,1584.8435632508367,0.10386788352890047,0.8988631909055272
lightgbm,current_predictive,-0.044336670627981335,2269,0.8894551156409252,3644921.397448343,1606.3999107308696,0.10092551784927281,0.9098392787142298
lightgbm,current_predictive,-0.04,2253,0.8831830654645237,3640189.3365682065,1615.7076504963188,0.09942299156679982,0.9161113288906311
lightgbm,current_predictive,-0.045000000000000005,2272,0.8906311250490004,3635287.584967618,1600.0385497216628,0.10167253521126761,0.9086632693061545
lightgbm,current_predictive,0.03,1830,0.7173657389259114,3627452.3619706687,1982.214405448453,0.07049180327868852,0.907095256762054
lightgbm,current_predictive,-0.05,2285,0.8957271658173266,3613684.027588785,1581.4809748747418,0.10328227571115974,0.9035672285378283
lightgbm,current_predictive,0.030613092133601773,1820,0.7134457075656605,3609396.8928679265,1983.185105971388,0.06978021978021978,0.9039592316738534
lightgbm,current_predictive,0.0325,1789,0.7012936103488828,3569687.1061395784,1995.3533293122293,0.06875349357182783,0.893375147001176
lightgbm,current_predictive,0.03255216380416831,1788,0.7009016072128577,3567284.4549308326,1995.1255340776468,0.06879194630872483,0.8929831438651509
lightgbm,current_predictive,0.035485375450410715,1756,0.6883575068600549,3559233.8557634614,2026.8985511181443,0.06719817767653759,0.8804390435123481
lightgbm,current_predictive,0.035,1760,0.6899255194041553,3547990.8597036004,2015.903897558864,0.06761363636363636,0.8820070560564485
lightgbm,current_predictive,0.03804571850037319,1724,0.6758134065072521,3488246.094756549,2023.3446025270007,0.06612529002320186,0.8694629557036456
lightgbm,current_predictive,0.037500000000000006,1730,0.6781654253234026,3487545.7502229763,2015.9223989728187,0.06647398843930635,0.8718149745197962
lightgbm,current_predictive,0.04138147962435049,1692,0.6632693061544492,3487347.356944819,2061.0799981943373,0.06264775413711583,0.857702861622893
lightgbm,current_predictive,0.039999999999999994,1707,0.6691493531948256,3474257.01647167,2035.2999510671764,0.06444053895723492,0.8627989023912191
lightgbm,current_predictive,0.04459305396133955,1660,0.6507252058016464,3453255.3277423736,2080.274293820707,0.060240963855421686,0.8451587612700902
lightgbm,current_predictive,0.045,1652,0.6475891807134457,3450144.866724574,2088.4654156928414,0.0599273607748184,0.8420227361818895
lightgbm,current_predictive,0.042499999999999996,1679,0.6581732653861231,3442098.3232049234,2050.0883402054337,0.06253722453841572,0.8526068208545668
lightgbm,current_predictive,-0.09475409344841229,2397,0.9396315170521364,3438058.826878966,1434.3174079595185,0.11514392991239049,0.8627989023912191
lightgbm,current_predictive,0.04644950194208458,1628,0.6381811054488435,3417285.350388539,2099.0696255457856,0.05896805896805897,0.8326146609172873
lightgbm,current_predictive,0.0475,1615,0.6330850646805174,3391286.004357376,2099.8674949581277,0.058823529411764705,0.8290866326930616
lightgbm,current_predictive,0.05,1586,0.6217169737357899,3381382.2589653023,2132.0190787927504,0.05737704918032787,0.8192865542924344
lightgbm,current_predictive,0.04925333328255765,1596,0.6256370050960408,3374694.757731127,2114.470399580907,0.05827067669172932,0.8232065856526852
lightgbm,current_predictive,0.0518416194908066,1564,0.613092904743238,3356908.186355535,2146.360732963897,0.056265984654731455,0.8106624852998824
lightgbm,current_predictive,0.052500000000000005,1556,0.6099568796550372,3337280.191024284,2144.78161376882,0.055912596401028275,0.8075264602116817
lightgbm,current_predictive,0.05398402626324313,1532,0.6005488043904351,3294041.995028862,2150.157960201607,0.05613577023498695,0.7981183849470795
lightgbm,current_predictive,-0.12245828249007906,2429,0.9521756174049393,3269410.9342893427,1345.9905040301946,0.12062577192260189,0.8502548020384163
lightgbm,current_predictive,0.05499999999999999,1513,0.5931007448059584,3238110.544770121,2140.1920322340525,0.056179775280898875,0.790670325362603
lightgbm,current_predictive,0.055608131188492,1500,0.5880047040376323,3219213.697307838,2146.142464871892,0.05466666666666667,0.7855742845942768
lightgbm,current_predictive,0.05740820877864777,1468,0.5754606036848294,3148384.917255988,2144.67637415258,0.05449591280653951,0.773030184241474
lightgbm,current_predictive,0.057499999999999996,1466,0.5746765974127793,3143747.4602228003,2144.438922389359,0.054570259208731244,0.7722461779694237
lightgbm,current_predictive,-0.15954465682967414,2461,0.964719717757742,3076886.93514845,1250.2588115190777,0.1251523770824868,0.8377107016856135
lightgbm,current_predictive,0.059381874610023845,1436,0.5629165033320267,3061053.4746243213,2131.652837482118,0.052924791086350974,0.7604860838886711
lightgbm,current_predictive,0.06,1423,0.5578204625637005,3035507.4551599124,2133.174599550184,0.05270555165144062,0.755390043120345
lightgbm,current_predictive,0.06087724056200151,1404,0.5503724029792239,2974000.543842761,2118.234005586012,0.05270655270655271,0.7479419835358683
