query_id,applicant_id,feature_name,intervention_value,intervention_class,delta_shrink_factor,class_interval_widening,support_interval_widening,is_duplicate_intervention,duplicate_source_query_id,feature_exists,support_status,outside_min_max,outside_p01_p99,unseen_category,train_min,train_p01,train_p99,train_max,intervention_numeric,intervention_category,n_train_levels,base_pd,raw_counterfactual_pd,predicted_pd_cf,delta_raw,delta_final,prior_approval_propensity_cf,pd_cf_lower_90,pd_cf_upper_90,interval_width,expected_delta_sign,intervention_direction,sign_check_pass
q00010,8e4176ab-e812-9143-eb47-53105df4b22c,existing_debt_obligations,6472.64525887089,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,6472.64525887089,,,0.10743349181281393,0.10743349181281393,0.10743349181281393,0.0,0.0,0.645197273481543,0.08307314357726514,0.13179384004836273,0.048720696471097585,1,1.0,0.0
q00011,8e4176ab-e812-9143-eb47-53105df4b22c,stated_time_in_business,2.630990190603021,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,2.630990190603021,,,0.10743349181281393,0.10743349181281393,0.10743349181281393,0.0,0.0,0.645197273481543,0.08307314357726514,0.13179384004836273,0.048720696471097585,-1,-1.0,0.0
q00012,4b9ec9fb-e8d6-0f50-4f9a-4e2d58f12e20,invoice_payment_delinquency_rate,0.1619267782504928,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0031740684742802,0.02257839352525783,0.6593090651813562,0.9119364326899564,0.1619267782504928,,,0.272313371904963,0.22869651122963058,0.22869651122963058,-0.043616860675332436,-0.043616860675332436,0.5961380963768593,0.17558537471882085,0.2818076477404403,0.10622227302161946,1,-1.0,1.0
q00013,4b9ec9fb-e8d6-0f50-4f9a-4e2d58f12e20,account_age_days,2847.0,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,200.0,200.0,3768.6100000000006,7773.0,2847.0,,,0.272313371904963,0.25993451026430603,0.2679807703307331,-0.01237886164065699,-0.004332601574229933,0.5755354317149408,0.21387986475790544,0.32208167590356074,0.1082018111456553,-1,1.0,1.0
q00014,4b9ec9fb-e8d6-0f50-4f9a-4e2d58f12e20,stated_annual_revenue,1322484.5785605628,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,156537.26653282729,476918.2813894665,8147318.036850396,43450535.52593251,1322484.5785605628,,,0.272313371904963,0.272313371904963,0.272313371904963,0.0,0.0,0.5813457995455868,0.2371993974328107,0.30742734637711533,0.07022794894430462,-1,1.0,0.0
q00015,8a41c551-e11e-ca4e-9023-affcb27ca5db,aggregate_credit_utilization,0.1974576853774175,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0023050757198019,0.05360154248912952,0.9403722262291686,0.9926941859495332,0.1974576853774175,,,0.10921204999548649,0.07138763951681056,0.07138763951681056,-0.037824410478675935,-0.037824410478675935,0.6808272534563216,0.05192355698758678,0.09085172204603434,0.03892816505844756,1,-1.0,1.0
q00016,8a41c551-e11e-ca4e-9023-affcb27ca5db,stated_time_in_business,10.197138323055777,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,10.197138323055777,,,0.10921204999548649,0.10633184889096454,0.10633184889096454,-0.0028802011045219456,-0.0028802011045219456,0.5746271968596195,0.08197150065541575,0.13069219712651334,0.048720696471097585,-1,1.0,1.0
q00017,8a41c551-e11e-ca4e-9023-affcb27ca5db,stated_annual_revenue,1793082.4010488512,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,156537.26653282729,476918.2813894665,8147318.036850396,43450535.52593251,1793082.4010488512,,,0.10921204999548649,0.11499112909182821,0.11499112909182821,0.005779079096341719,0.005779079096341719,0.5696492560853489,0.08067812066681582,0.1493041375168406,0.06862601685002478,-1,-1.0,1.0
q00018,e1a653fa-ec98-2fab-735a-b2f0faa305bd,application_channel,2.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,2.0,2.0,2.0,,,0.3993963015572849,0.3993963015572849,0.3993963015572849,0.0,0.0,0.46533414968270526,0.3620538168618578,0.436738786252712,0.07468496939085423,0,0.0,
q00019,e1a653fa-ec98-2fab-735a-b2f0faa305bd,multi_lender_inquiry_count_30d,4.0,direct_intervention,1.0,0.0,0.035,False,,True,tail_support,False,True,False,0.0,0.0,3.0,5.0,4.0,,,0.3993963015572849,0.39761793589003036,0.39761793589003036,-0.0017783656672545334,-0.0017783656672545334,0.40278624880917674,0.33574331708644334,0.4594925546936174,0.12374923760717405,1,1.0,0.0
q00020,e1a653fa-ec98-2fab-735a-b2f0faa305bd,aggregate_credit_utilization,0.4294555043517131,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0023050757198019,0.05360154248912952,0.9403722262291686,0.9926941859495332,0.4294555043517131,,,0.3993963015572849,0.3668585830932221,0.3668585830932221,-0.03253771846406278,-0.03253771846406278,0.49856165790848356,0.31577320387679786,0.41794396230964637,0.10217075843284851,1,-1.0,1.0
q00021,03317c48-243d-13b2-f403-fd78d6823775,observed_revenue_trend_3mo,-0.3880536643515508,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,-2.1272458218935566,-1.3275667850134776,1.8670916813637843,2.799476997547532,-0.3880536643515508,,,0.12868974065243258,0.15189102265965043,0.15189102265965043,0.023201282007217855,0.023201282007217855,0.6522224973817553,0.12450801982786461,0.17927402549143626,0.05476600566357165,0,,
q00022,03317c48-243d-13b2-f403-fd78d6823775,invoice_payment_delinquency_rate,0.2086331961888463,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0031740684742802,0.02257839352525783,0.6593090651813562,0.9119364326899564,0.2086331961888463,,,0.12868974065243258,0.16885126565967654,0.16885126565967654,0.04016152500724396,0.04016152500724396,0.6399342348690336,0.1464749055911565,0.19122762572819657,0.04475272013704007,1,1.0,1.0
q00023,03317c48-243d-13b2-f403-fd78d6823775,invoice_payment_delinquency_rate,0.0674567821058472,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0031740684742802,0.02257839352525783,0.6593090651813562,0.9119364326899564,0.0674567821058472,,,0.12868974065243258,0.09947294009110684,0.09947294009110684,-0.029216800561325737,-0.029216800561325737,0.6710452591495853,0.07511259185555805,0.12383328832665563,0.048720696471097585,1,-1.0,1.0
q00024,5285da8b-6328-69a7-83a3-593fa17231a2,payroll_regularity_score,0.7650679032766133,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.11660123578651758,0.9250615851160153,1.0,0.7650679032766133,,,0.3443913461338063,0.33333147826886694,0.33333147826886694,-0.011059867864939343,-0.011059867864939343,0.472364137906642,0.2625698836187501,0.4040930729189838,0.14152318930023366,-1,,
q00025,5285da8b-6328-69a7-83a3-593fa17231a2,owner_personal_credit_band,3.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,4.0,4.0,3.0,,,0.3443913461338063,0.3344576963333963,0.3344576963333963,-0.009933649800410005,-0.009933649800410005,0.553596649289549,0.2840026250220662,0.3849127676447264,0.10091014262266018,0,1.0,
q00026,5285da8b-6328-69a7-83a3-593fa17231a2,prior_loans_count,4.0,historical_or_proxy,0.35,0.035,0.035,False,,True,tail_support,False,True,False,0.0,0.0,2.0,6.0,4.0,,,0.3443913461338063,0.3443913461338063,0.3443913461338063,0.0,0.0,0.4764646897036036,0.2508322571704684,0.43795043509714415,0.18711817792667573,0,1.0,
q00027,7ae24dc7-d904-302a-5978-e0662337afb1,owner_personal_credit_band,1.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,4.0,4.0,1.0,,,0.08452087014470745,0.08452087014470745,0.08452087014470745,0.0,0.0,0.6197040928318999,0.05861124295170107,0.11043049733771383,0.05181925438601276,0,-1.0,
q00028,7ae24dc7-d904-302a-5978-e0662337afb1,existing_debt_obligations,8924.853525271345,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,8924.853525271345,,,0.08452087014470745,0.08452087014470745,0.08452087014470745,0.0,0.0,0.6725750110563158,0.05861124295170107,0.11043049733771383,0.05181925438601276,1,-1.0,0.0
q00029,7ae24dc7-d904-302a-5978-e0662337afb1,existing_debt_obligations,7057.514181170483,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,7057.514181170483,,,0.08452087014470745,0.08452087014470745,0.08452087014470745,0.0,0.0,0.6584254392602651,0.05861124295170107,0.11043049733771383,0.05181925438601276,1,-1.0,0.0
q00030,a9b53140-7ae3-44f5-4fca-5e7e34c7f245,multi_lender_inquiry_count_30d,0.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,3.0,5.0,0.0,,,0.9126412998646259,0.9126412998646259,0.9126412998646259,0.0,0.0,0.18897939354297721,0.836700706991359,0.9885818927378929,0.15188118574653386,1,0.0,
q00031,a9b53140-7ae3-44f5-4fca-5e7e34c7f245,employee_count_bucket,3.0,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,0.0,0.0,3.0,3.0,3.0,,,0.9126412998646259,0.8941227813461075,0.9061598183831445,-0.01851851851851849,-0.0064814814814814214,0.18905158509414025,0.8346671397123808,0.9776524970539082,0.1429853573415274,0,1.0,
q00032,a9b53140-7ae3-44f5-4fca-5e7e34c7f245,requested_amount,21686.394037914783,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,7590.460997142505,12598.20102373296,39430.07323392514,45902.52126582247,21686.394037914783,,,0.9126412998646259,0.91658471419016,0.91658471419016,0.003943414325534023,0.003943414325534023,0.19436774244313415,0.880331262600101,0.952838165780219,0.07250690318011799,0,-1.0,
q00033,93ae6891-0fbe-d371-3d6e-a30c8dd70d90,prior_loans_default_count,1.0,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,0.0,0.0,1.0,2.0,1.0,,,0.16922877969911757,0.16922877969911757,0.16922877969911757,0.0,0.0,0.42438070932064215,0.10832591161854646,0.23013164777968867,0.12180573616114221,1,1.0,0.0
q00034,93ae6891-0fbe-d371-3d6e-a30c8dd70d90,invoice_payment_delinquency_rate,0.1648061973935538,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0031740684742802,0.02257839352525783,0.6593090651813562,0.9119364326899564,0.1648061973935538,,,0.16922877969911757,0.14269664042781977,0.14269664042781977,-0.0265321392712978,-0.0265321392712978,0.4507496465299866,0.11798037452166917,0.16741290633397038,0.049432531812301214,1,-1.0,1.0
q00035,93ae6891-0fbe-d371-3d6e-a30c8dd70d90,owner_personal_credit_band,3.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,4.0,4.0,3.0,,,0.16922877969911757,0.16922877969911757,0.16922877969911757,0.0,0.0,0.4657859274051438,0.14518914643234904,0.1932684129658861,0.04807926653353706,0,1.0,
q00036,2fb2e93b-063e-b20f-e321-af7491e057c7,recent_inquiries_count_6mo,4.0,direct_intervention,1.0,0.0,0.035,False,,True,tail_support,False,True,False,0.0,0.0,3.0,6.0,4.0,,,0.2653269330971978,0.2771106759054702,0.2771106759054702,0.011783742808272435,0.011783742808272435,0.512400507923133,0.2201686987620112,0.3340526530489292,0.11388395428691803,1,1.0,1.0
q00037,2fb2e93b-063e-b20f-e321-af7491e057c7,owner_personal_credit_band,4.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,4.0,4.0,4.0,,,0.2653269330971978,0.26220082966838454,0.26220082966838454,-0.003126103428813254,-0.003126103428813254,0.5984643752518446,0.19413252833806616,0.3302691309987029,0.13613660266063676,0,1.0,
q00038,2fb2e93b-063e-b20f-e321-af7491e057c7,application_channel,2.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,2.0,2.0,2.0,,,0.2653269330971978,0.2728514359043155,0.2728514359043155,0.0075245028071176945,0.0075245028071176945,0.512400507923133,0.21554196282121377,0.33016090898741723,0.11461894616620347,0,1.0,
q00039,8bf4122a-c116-b4f9-8321-f5e788d49561,recent_inquiries_count_6mo,2.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,3.0,6.0,2.0,,,0.05080567412882704,0.05080567412882704,0.05080567412882704,0.0,0.0,0.8467607106072254,0.028610645632465598,0.07300070262518848,0.04439005699272289,1,1.0,0.0
q00040,8bf4122a-c116-b4f9-8321-f5e788d49561,existing_debt_obligations,9582.731590467263,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,9582.731590467263,,,0.05080567412882704,0.05080567412882704,0.05080567412882704,0.0,0.0,0.8609451203823737,0.028610645632465598,0.07300070262518848,0.04439005699272289,1,1.0,0.0
q00041,8bf4122a-c116-b4f9-8321-f5e788d49561,existing_debt_obligations,8657.12891317153,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,8657.12891317153,,,0.05080567412882704,0.05080567412882704,0.05080567412882704,0.0,0.0,0.8609451203823737,0.028610645632465598,0.07300070262518848,0.04439005699272289,1,1.0,0.0
q00042,69d58cb7-b758-eb84-f118-677ba485fc3e,observed_revenue_volatility,1.4361630121781344,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0879174842251429,0.2640691740542396,3.2624049593789772,8.157011842822948,1.4361630121781344,,,0.03903784556068224,0.03903784556068224,0.03903784556068224,0.0,0.0,0.7583570675574356,0.016390741875872743,0.061684949245491734,0.04529420736961899,0,1.0,
q00043,69d58cb7-b758-eb84-f118-677ba485fc3e,stated_time_in_business,2.0937755160981317,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,2.0937755160981317,,,0.03903784556068224,0.03256805491093715,0.03256805491093715,-0.006469790649745087,-0.006469790649745087,0.8080095449254927,0.012289121406276207,0.052846988415598095,0.04055786700932189,-1,-1.0,0.0
q00044,69d58cb7-b758-eb84-f118-677ba485fc3e,vintage_years,8.196560994381736,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,0.0149158473087077,0.4428553504492089,19.75365565938865,40.0,8.196560994381736,,,0.03903784556068224,0.03256805491093715,0.03677341883327146,-0.006469790649745087,-0.0022644267274107774,0.8021814971645704,0.0,0.0806752514608658,0.0806752514608658,-1,1.0,1.0
q00045,d385e53d-ba49-7460-4d65-0524b5f7fe8e,existing_debt_obligations,5078.36818708379,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,5078.36818708379,,,0.10446317787773479,0.11803781299244526,0.11803781299244526,0.013574635114710465,0.013574635114710465,0.8149875428464801,0.07958348823030827,0.15649213775458226,0.076908649524274,1,1.0,1.0
q00046,d385e53d-ba49-7460-4d65-0524b5f7fe8e,observed_overdraft_count_3mo,4.0,direct_intervention,1.0,0.0,0.035,False,,True,tail_support,False,True,False,0.0,0.0,3.0,6.0,4.0,,,0.10446317787773479,0.14400231030614602,0.14400231030614602,0.03953913242841123,0.03953913242841123,0.7940034647352836,0.09948115984692377,0.18852346076536827,0.0890423009184445,1,1.0,1.0
q00047,d385e53d-ba49-7460-4d65-0524b5f7fe8e,stated_time_in_business,2.4066513900566973,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,2.4066513900566973,,,0.10446317787773479,0.11019217932204775,0.11019217932204775,0.005729001444312959,0.005729001444312959,0.8034312999642301,0.08583183108649894,0.13455252755759656,0.04872069647109761,-1,-1.0,1.0
q00048,2f402372-2111-d1b6-724b-cef9f8c5f6e4,stated_time_in_business,4.230187301723007,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,4.230187301723007,,,0.5313201720365467,0.5259938461825995,0.5259938461825995,-0.005326325853947211,-0.005326325853947211,0.2647802757675423,0.45387848816672555,0.5981092041984735,0.14423071603174792,-1,-1.0,0.0
q00049,2f402372-2111-d1b6-724b-cef9f8c5f6e4,observed_cash_balance_p10,3186.915778510604,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,-12372.983012950775,-6476.959182814254,7710.982094080218,13611.289833906403,3186.915778510604,,,0.5313201720365467,0.5404231822161594,0.5404231822161594,0.00910301017961268,0.00910301017961268,0.2453293267537044,0.4487909259495825,0.6320554384827363,0.1832645125331538,-1,,
q00050,2f402372-2111-d1b6-724b-cef9f8c5f6e4,account_age_days,2765.0,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,200.0,200.0,3768.6100000000006,7773.0,2765.0,,,0.5313201720365467,0.5415228648460312,0.5348911145198663,0.010202692809484493,0.0035709424833195724,0.2664580901368027,0.4668817285760224,0.6029005004637101,0.13601877188768774,-1,1.0,0.0
q00051,6e0629b0-1e4e-616a-f692-984508aec3d4,recent_inquiries_count_6mo,5.0,direct_intervention,1.0,0.0,0.035,False,,True,tail_support,False,True,False,0.0,0.0,3.0,6.0,5.0,,,0.8756353384655086,0.8756353384655086,0.8756353384655086,0.0,0.0,0.21609021965202654,0.7465425531914893,1.0,0.2534574468085107,1,1.0,0.0
q00052,6e0629b0-1e4e-616a-f692-984508aec3d4,stated_time_in_business,3.953816904476562,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,3.953816904476562,,,0.8756353384655086,0.8756353384655086,0.8756353384655086,0.0,0.0,0.2209544206712003,0.7465425531914893,1.0,0.2534574468085107,-1,1.0,0.0
q00053,6e0629b0-1e4e-616a-f692-984508aec3d4,application_channel,0.0,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.0,2.0,2.0,0.0,,,0.8756353384655086,0.8756353384655086,0.8756353384655086,0.0,0.0,0.21609021965202654,0.7465425531914893,1.0,0.2534574468085107,0,0.0,
q00054,14b4f7af-1280-a8a0-32c5-86f763101835,existing_debt_obligations,8504.728568150156,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,969.9978854899822,2538.8350774663763,27021.201001687827,69238.66527980602,8504.728568150156,,,0.17081543643416114,0.15657669315430367,0.15657669315430367,-0.014238743279857469,-0.014238743279857469,0.6029662128531375,0.12284599173068485,0.1903073945779225,0.06746140284723766,1,1.0,0.0
q00055,14b4f7af-1280-a8a0-32c5-86f763101835,observed_revenue_volatility,1.174288365495983,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0879174842251429,0.2640691740542396,3.2624049593789772,8.157011842822948,1.174288365495983,,,0.17081543643416114,0.24513268169600314,0.24513268169600314,0.074317245261842,0.074317245261842,0.5131062931604377,0.1787399885583524,0.31152537483365383,0.13278538627530143,0,1.0,
q00056,14b4f7af-1280-a8a0-32c5-86f763101835,multi_lender_inquiry_count_30d,5.0,direct_intervention,1.0,0.0,0.035,False,,True,tail_support,False,True,False,0.0,0.0,3.0,5.0,5.0,,,0.17081543643416114,0.17081543643416114,0.17081543643416114,0.0,0.0,0.47689041978882235,0.11227550532465815,0.22935536754366415,0.117079862219006,1,1.0,0.0
q00057,aed2553d-3cb5-1aee-5821-f8b52dfc37fc,stated_time_in_business,2.9794380748208926,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,2.9794380748208926,,,0.27249351873342414,0.27249351873342414,0.27249351873342414,0.0,0.0,0.4494284148567779,0.23942793899272286,0.30555909847412543,0.06613115948140258,-1,-1.0,0.0
q00058,aed2553d-3cb5-1aee-5821-f8b52dfc37fc,stated_time_in_business,4.514329473861401,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,4.514329473861401,,,0.27249351873342414,0.27249351873342414,0.27249351873342414,0.0,0.0,0.4494284148567779,0.23942793899272286,0.30555909847412543,0.06613115948140258,-1,-1.0,0.0
q00059,aed2553d-3cb5-1aee-5821-f8b52dfc37fc,stated_time_in_business,4.22603626779921,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0325493957578754,0.7796927365362427,19.983046110714195,40.428452835804585,4.22603626779921,,,0.27249351873342414,0.27249351873342414,0.27249351873342414,0.0,0.0,0.4494284148567779,0.23942793899272286,0.30555909847412543,0.06613115948140258,-1,-1.0,0.0
q00060,0c4bf379-d4e7-c5f0-cef2-186f1fcc9315,aggregate_credit_utilization,0.2869292188948936,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0023050757198019,0.05360154248912952,0.9403722262291686,0.9926941859495332,0.2869292188948936,,,0.555731781625233,0.3040770609318996,0.3040770609318996,-0.25165472069333333,-0.25165472069333333,0.5643113828192043,0.2569623655913979,0.35119175627240135,0.09422939068100344,1,-1.0,1.0
q00061,0c4bf379-d4e7-c5f0-cef2-186f1fcc9315,employee_count_bucket,3.0,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,0.0,0.0,3.0,3.0,3.0,,,0.555731781625233,0.5500952240149911,0.5537589864616483,-0.0056365576102418435,-0.0019727951635846175,0.342851654337371,0.48918731090683004,0.6183306620164667,0.12914335110963665,0,1.0,
q00062,0c4bf379-d4e7-c5f0-cef2-186f1fcc9315,stated_annual_revenue,1362234.0752358586,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,156537.26653282729,476918.2813894665,8147318.036850396,43450535.52593251,1362234.0752358586,,,0.555731781625233,0.5618290560613232,0.5618290560613232,0.006097274436090205,0.006097274436090205,0.35319482425094706,0.5296210096910734,0.5940371024315729,0.06441609274049953,-1,-1.0,1.0
q00063,6af601d4-a16b-881d-04c2-34084784e58d,payroll_regularity_score,0.3184516626436063,direct_intervention,1.0,0.0,0.0,False,,True,in_support,False,False,False,0.0,0.11660123578651758,0.9250615851160153,1.0,0.3184516626436063,,,0.10401184939596747,0.10401184939596747,0.10401184939596747,0.0,0.0,0.8052276638241708,0.0758163608820064,0.13220733790992856,0.05639097702792216,-1,,
q00064,6af601d4-a16b-881d-04c2-34084784e58d,days_since_last_inquiry_elsewhere,9.518259374940866,historical_or_proxy,0.35,0.035,0.0,False,,True,in_support,False,False,False,0.0005547482419925,0.31870554030646137,234.663026867051,1054.5708284393963,9.518259374940866,,,0.10401184939596747,0.10531869457871917,0.10446924520993056,0.0013068451827517036,0.0004573958139630907,0.798393128550348,0.06039693599469622,0.1485415544251649,0.08814461843046867,0,-1.0,
