cohort_week,loan_age_weeks,cumulative_default_rate,cdr_lower_90,cdr_upper_90,n_in_cohort
8,9,0.10829108038342733,0.08916814010521677,0.12741402066163787,716
8,10,0.10895282251505978,0.08977915741713013,0.12812648761298942,716
8,11,0.10961393710507981,0.09038981424752865,0.12883805996263098,716
8,12,0.11027442488560936,0.0910001089334527,0.12954874083776602,716
8,13,0.14886720566408884,0.12698737680325742,0.17074703452492027,716
9,1,0.009510941150472185,0.002999442141124152,0.01602244015982022,661
9,2,0.02327225723941845,0.013452057259875494,0.03309245721896141,661
9,3,0.03674534475923209,0.02458592143173624,0.048904768086727946,661
9,4,0.04995023463099261,0.035921223407518216,0.063979245854467,661
9,5,0.06291162000629237,0.0473072945225499,0.07851594549003484,661
9,6,0.07562933192178604,0.058659555041076665,0.09259910880249542,661
9,7,0.08817471754334724,0.06999334522213581,0.10635608986455868,661
9,8,0.10102223733397743,0.08171284841295136,0.1203316262550035,661
9,9,0.10923850302812543,0.08925862859200098,0.12921837746424988,661
9,10,0.10990455711682852,0.0898719123081692,0.12993720192548786,661
9,11,0.11056997436395546,0.0904848376258888,0.13065511110202213,661
9,12,0.11123475551980544,0.0910974028029033,0.13137210823670759,661
9,13,0.14881668090115663,0.1260480442183352,0.17158531758397805,661
10,1,0.00932155776796652,0.0029156803718916663,0.015727435164041372,670
10,2,0.022983197412422007,0.013288253190085404,0.03267814163475861,670
10,3,0.03635208189524196,0.024336829964406996,0.04836733382607692,670
10,4,0.04944988845421222,0.03558155820165682,0.06331821870676763,670
10,5,0.062328303435917956,0.04689614756038974,0.07776045931144618,670
10,6,0.07498857372210362,0.05819866650993165,0.09177848093427558,670
10,7,0.08749854609089557,0.06950216195787098,0.10549493022392015,670
10,8,0.10030380534663874,0.08118494516447244,0.11942266552880504,670
10,9,0.10860580997815691,0.08881089023044092,0.1284007297258729,670
10,10,0.10927513247082611,0.08942731658388142,0.1291229483577708,670
10,11,0.1099438058198166,0.09004337553348007,0.12984423610615312,670
10,12,0.11061183081066923,0.0906590653131414,0.13056459630819708,670
10,13,0.14929969582380642,0.12665447423317588,0.17194491741443696,670
11,1,0.008821496862164924,0.001823021229879933,0.015819972494449917,546
11,2,0.021597931580686205,0.01112134577843347,0.03207451738293894,546
11,3,0.034129901636300926,0.021175369028392177,0.047084434244209675,546
11,4,0.0464092602966837,0.031468852525978,0.061349668067389396,546
11,5,0.05846779030479647,0.041849261942527846,0.0750863186670651,546
11,6,0.07031334187256194,0.0522354407502668,0.08839124299485708,546
11,7,0.08196904381224737,0.06259664061781016,0.10134144700668458,546
11,8,0.09401701203866372,0.0734257551476601,0.11460826892966734,546
11,9,0.1018135787609105,0.08048842452316998,0.12313873299865102,546
11,10,0.10243859338130379,0.08105630042630052,0.12382088633630706,546
11,11,0.10306306304509875,0.08162392255987519,0.12450220353032232,546
11,12,0.10368698833159824,0.08219128890754343,0.12518268775565305,546
11,13,0.14099914813587316,0.11649729241467613,0.1655010038570702,546
12,1,0.00976991743016578,0.0026917678089147636,0.016848067051416796,580
12,2,0.024003410410588028,0.01334231945352476,0.0346645013676513,580
12,3,0.03793046986789634,0.024738175408237383,0.051122764327555296,580
12,4,0.05156163588109096,0.036349944703678284,0.06677332705850364,580
12,5,0.06492301257479383,0.04801288462677018,0.08183314052281747,580
12,6,0.07804930013694286,0.05966608589830874,0.09643251437557698,580
12,7,0.09090673816942524,0.07122619244039413,0.11058728389845635,580
12,8,0.10401591074369425,0.08313293059449137,0.12489889089289713,580
12,9,0.11247968998735053,0.09087538482660687,0.1340839951480942,580
12,10,0.11314964745319493,0.0914899239703385,0.13480937093605136,580
12,11,0.11381896889822475,0.09210411632450168,0.1355338214719478,580
12,12,0.11448765505303354,0.09271796009145056,0.13625735001461653,580
12,13,0.15278835039188432,0.12821973175571563,0.177356969028053,580
13,1,0.00957888787570199,0.0027414700829913544,0.016416305668412623,608
13,2,0.023082134165078146,0.012866359322467854,0.03329790900768844,608
13,3,0.03634349174148317,0.023719057354979874,0.04896792612798647,608
13,4,0.049387974314071624,0.034828528430419184,0.06394742019772406,608
13,5,0.062192197113007136,0.04600115097310782,0.07838324325290645,608
13,6,0.07479262711690093,0.05718262789547832,0.09240262633832355,608
13,7,0.08724420177457042,0.06837274844605207,0.10611565510308876,608
13,8,0.09998135558410634,0.07993660952246279,0.1200261016457499,608
13,9,0.10816044576493397,0.08741538200427393,0.12890550952559401,608
13,10,0.10882697686429987,0.08802650679961596,0.12962744692898379,608
13,11,0.10949286312173279,0.08863728115465458,0.130348445088811,608
13,12,0.11015810534708359,0.08924770321314371,0.13106850748102347,608
13,13,0.1481445547832195,0.1244483484540355,0.17184076111240348,608
